,date,SUNPHARMA,INFY,HEROMOTOCO,LUPIN,WIPRO,DRREDDY,BPCL,HCLTECH,MARICO,HINDPETRO,DABUR,TMCV,TCS,HINDUNILVR,BHEL,PNB,TATASTEEL,BRITANNIA,RELIANCE,TVSMOTOR,ONGC,ICICIBANK,SBIN,AXISBANK,KOTAKBANK,POWERGRID,BANKBARODA,NESTLEIND,TECHM,CIPLA,JSWSTEEL,ABB,M&M,GRASIM,GAIL,SIEMENS,HINDALCO,MARUTI,ACC,SAIL,HDFCBANK,SHREECEM,NTPC,ITC,COLPAL,BAJAJ-AUTO,LT,CANBK,ULTRACEMCO,AMBUJACEM,GODREJCP
0,2024-04-01 00:00:00+05:30,1630.8,1495.8,4568.55,1623.4,231.8,1250.15,277.25,1556.45,495.95,294.1,529.1,,3915.25,2286.65,253.85,122.0,155.85,4891.2,1484.75,2140.1,251.35,1099.25,758.2,1052.95,357.9,280.0,250.45,1292.95,1195.0,1496.35,871.3,6508.35,1915.4,2291.1,170.35,4161.05,568.3,12570.3,2544.4,140.7,735.1,26486.65,342.25,361.45,2713.65,8817.6,3836.85,110.65,9956.2,621.45,1227.1
1,2024-04-02 00:00:00+05:30,1622.05,1483.2,4449.5,1609.9,229.95,1247.0,284.2,1528.1,498.2,302.5,531.3,,3882.6,2286.5,252.2,123.15,157.4,4895.45,1485.65,2150.35,253.45,1081.3,767.35,1047.6,351.35,279.5,255.0,1311.3,1187.0,1488.35,878.85,6429.15,1971.85,2307.85,171.25,4250.55,571.25,12551.35,2648.45,147.85,740.0,26519.65,344.8,360.7,2782.2,9047.35,3806.85,111.8,10039.9,634.45,1209.65
2,2024-04-03 00:00:00+05:30,1622.4,1480.75,4444.7,1604.6,231.05,1224.5,281.85,1536.1,496.45,297.35,531.3,,3947.25,2265.8,251.8,131.4,156.35,4828.2,1471.2,2105.05,256.25,1077.1,770.95,1063.4,346.3,280.3,257.9,1275.6,1206.0,1470.65,868.8,6505.4,1989.25,2305.35,176.75,4301.5,576.6,12428.8,2633.2,148.15,741.3,26351.4,351.6,360.3,2803.65,8854.75,3782.3,113.95,9999.75,635.0,1190.0
3,2024-04-04 00:00:00+05:30,1620.0,1486.6,4411.5,1586.95,233.0,1228.25,276.2,1539.65,491.85,289.25,505.95,,4003.05,2265.55,251.45,131.3,156.15,4815.15,1463.2,2087.1,250.35,1076.85,759.25,1062.7,349.75,277.6,253.05,1274.5,1228.2,1459.75,862.5,6500.2,2002.45,2279.3,174.3,4284.95,577.85,12576.8,2614.85,145.9,763.95,25918.0,354.75,358.15,2713.15,8916.3,3800.0,114.15,10006.6,624.15,1176.8
4,2024-04-05 00:00:00+05:30,1609.15,1479.5,4413.05,1598.15,231.85,1235.0,272.4,1545.5,509.4,288.9,507.75,,3979.55,2267.7,254.85,132.65,156.1,4811.55,1460.0,2068.55,249.4,1082.35,764.35,1058.2,357.05,278.3,252.4,1269.05,1213.1,1448.65,856.5,6665.9,2015.05,2237.55,178.2,4294.2,569.9,12424.65,2574.9,146.15,774.7,25807.85,354.4,362.45,2729.75,8786.0,3741.65,115.6,9824.05,627.35,1209.35
5,2024-04-08 00:00:00+05:30,1599.6,1477.05,4481.45,1612.65,229.4,1234.3,272.95,1539.8,517.7,289.6,503.0,,3972.7,2269.15,256.3,129.2,157.85,4827.6,1485.5,2133.1,251.7,1086.85,768.4,1075.2,357.6,281.75,251.25,1248.9,1215.3,1461.8,876.6,6697.05,2078.85,2280.5,187.65,4316.85,576.7,12849.15,2583.45,146.2,773.0,25967.85,363.4,363.45,2698.75,8805.25,3805.6,115.2,9863.4,630.3,1246.15
6,2024-04-09 00:00:00+05:30,1602.8,1494.7,4407.75,1605.05,227.4,1233.6,270.15,1540.8,509.65,287.35,503.1,,3947.15,2264.35,255.75,128.7,158.65,4795.55,1463.55,2098.6,250.3,1107.2,764.15,1080.75,356.45,280.95,249.15,1251.65,1201.05,1450.2,874.65,6527.55,2090.8,2303.2,190.45,4267.95,588.75,12891.15,2525.2,151.2,774.3,25976.45,363.05,361.15,2620.75,8755.75,3784.5,114.3,9770.3,623.3,1237.1
7,2024-04-10 00:00:00+05:30,1604.0,1506.7,4384.85,1605.5,228.05,1231.9,279.2,1539.1,515.1,306.05,506.4,,3982.55,2263.2,262.5,132.45,157.85,4807.45,1479.3,2097.05,253.1,1109.45,779.0,1087.3,365.0,282.45,254.2,1263.35,1216.25,1422.5,883.8,6637.45,2075.6,2307.1,188.9,4254.75,601.95,12676.95,2524.85,153.0,767.9,25650.5,363.15,370.1,2654.05,8780.5,3754.95,115.3,9819.6,625.55,1230.25
8,2024-04-12 00:00:00+05:30,1539.65,1485.05,4333.55,1623.3,225.05,1216.9,277.25,1520.85,514.35,300.1,500.9,,4000.3,2233.0,262.45,130.95,156.25,4749.65,1467.55,2045.75,247.3,1104.15,766.75,1073.6,362.7,275.2,251.6,1268.1,1192.5,1396.4,866.45,6749.4,2070.15,2253.25,188.0,4248.2,597.55,12274.6,2467.85,155.4,759.45,25487.75,361.65,364.35,2662.2,8846.5,3678.2,113.85,9646.95,609.65,1199.5
9,2024-04-15 00:00:00+05:30,1541.15,1468.3,4273.15,1608.35,219.5,1202.0,272.2,1505.45,509.0,292.9,495.25,,3941.65,2194.6,256.4,129.1,153.7,4764.05,1466.45,1999.35,260.35,1078.8,756.85,1058.55,359.55,274.15,245.3,1276.0,1169.85,1381.25,860.35,6559.95,2050.25,2240.35,190.4,4148.0,612.65,12426.55,2441.95,151.0,747.5,25282.2,361.35,360.8,2672.1,8773.45,3600.85,111.5,9502.2,606.8,1176.7
10,2024-04-16 00:00:00+05:30,1536.95,1414.75,4213.35,1609.2,214.4,1210.4,273.4,1476.3,508.1,293.95,503.9,,3872.3,2220.9,257.35,124.6,152.9,4739.7,1467.2,1974.6,263.5,1067.55,751.9,1052.8,359.1,274.35,238.85,1273.6,1147.05,1376.05,845.4,6647.2,2030.85,2243.8,192.3,4214.7,608.75,12503.45,2443.8,149.3,754.7,24858.15,359.25,360.85,2701.15,8698.25,3545.15,109.6,9473.35,617.0,1177.4
11,2024-04-18 00:00:00+05:30,1517.15,1420.55,4148.5,1593.65,212.3,1191.8,272.15,1467.65,507.15,299.3,504.1,,3863.5,2214.95,253.15,125.9,152.85,4694.7,1464.1,1939.15,255.35,1055.45,744.8,1024.15,357.3,280.2,243.15,1231.4,1131.2,1347.65,844.25,6367.2,2024.15,2227.6,190.2,4252.8,612.8,12396.3,2412.1,144.85,747.3,24435.15,351.4,354.9,2666.1,8794.85,3550.95,109.6,9387.2,616.3,1162.5
12,2024-04-19 00:00:00+05:30,1522.55,1411.6,4111.9,1547.05,216.4,1188.55,270.3,1447.9,505.05,300.1,504.35,,3827.45,2232.25,254.45,124.65,154.9,4668.1,1470.8,1898.9,256.1,1066.4,750.8,1029.5,358.65,281.7,241.05,1218.55,1144.85,1345.35,865.25,6291.2,2082.9,2274.35,188.75,4257.15,614.5,12710.65,2406.8,145.95,765.65,24360.25,350.9,359.85,2650.65,8578.05,3519.25,108.65,9367.4,609.45,1169.05
13,2024-04-22 00:00:00+05:30,1539.6,1432.5,4205.6,1606.8,220.8,1203.0,278.7,1465.8,505.75,308.95,506.25,,3865.45,2242.55,259.25,129.35,154.65,4755.2,1480.3,1944.3,257.9,1087.05,765.85,1053.7,361.95,283.55,245.15,1229.6,1158.5,1354.25,855.1,6526.15,2090.9,2280.95,185.75,4393.75,618.95,12778.7,2403.25,148.3,756.15,24417.9,343.05,360.25,2656.5,8575.3,3613.3,112.75,9567.15,616.35,1186.1
14,2024-04-23 00:00:00+05:30,1483.75,1441.7,4236.65,1580.55,220.8,1190.8,273.6,1486.6,510.05,302.95,507.2,,3874.2,2262.75,260.15,129.05,153.9,4798.9,1459.25,1951.95,257.6,1090.25,772.85,1056.45,362.65,285.0,244.2,1249.8,1151.1,1347.7,851.3,6307.6,2062.3,2370.05,186.6,4338.25,611.9,12993.7,2453.1,152.25,753.6,24363.9,346.9,363.6,2688.95,8575.4,3609.95,113.05,9531.1,636.45,1178.35
15,2024-04-24 00:00:00+05:30,1486.35,1431.85,4288.65,1580.05,219.9,1190.25,273.7,1479.65,509.75,305.75,509.3,,3831.25,2259.15,263.95,129.3,158.2,4827.95,1450.3,1964.35,260.05,1096.85,773.2,1063.7,368.6,290.55,243.2,1251.45,1137.35,1398.8,883.0,6342.95,2059.25,2338.75,193.75,4319.2,636.3,12939.95,2558.0,164.7,755.5,24358.95,351.55,363.3,2747.75,8468.3,3634.95,112.2,9657.85,644.15,1210.55
16,2024-04-25 00:00:00+05:30,1520.55,1438.4,4382.2,1594.9,220.3,1243.45,278.55,1503.65,510.1,308.65,506.75,,3851.85,2231.0,271.6,132.0,160.25,4848.8,1459.2,2006.45,262.5,1113.05,812.6,1127.35,328.6,293.1,252.4,1281.35,1141.25,1405.4,905.5,6435.45,2095.55,2369.45,194.4,4365.5,646.5,12906.1,2579.7,164.9,755.3,23945.8,358.3,370.65,2799.45,8522.65,3650.65,115.95,9683.6,638.4,1201.95
17,2024-04-26 00:00:00+05:30,1504.25,1430.15,4381.8,1615.85,222.05,1250.65,281.2,1472.3,517.7,308.35,509.0,,3812.85,2221.5,278.8,132.6,158.55,4797.55,1451.5,2017.0,263.3,1107.15,801.4,1130.05,321.7,292.1,251.85,1241.9,1227.05,1409.4,886.6,6409.05,2044.25,2345.4,194.4,4378.35,649.55,12687.05,2524.4,168.5,754.9,24141.4,355.75,372.7,2855.25,8743.9,3602.3,116.15,9700.2,632.05,1202.15
18,2024-04-29 00:00:00+05:30,1521.95,1435.0,4349.2,1637.55,221.3,1258.7,285.45,1387.1,515.2,317.75,506.65,,3870.6,2226.95,276.8,133.4,160.05,4800.95,1465.25,2036.25,263.7,1158.8,826.15,1159.45,328.05,293.7,256.25,1255.3,1238.2,1407.55,896.0,6451.7,2062.85,2388.05,195.8,4399.4,650.2,12695.75,2526.15,164.8,764.4,24168.15,363.1,371.05,2826.5,8543.3,3633.9,116.8,9962.25,629.8,1218.6
19,2024-04-30 00:00:00+05:30,1502.3,1421.1,4431.15,1645.45,220.95,1241.0,280.4,1367.55,517.7,311.0,507.55,,3822.6,2230.7,281.65,137.15,157.65,4770.6,1465.6,2062.0,263.3,1152.05,825.7,1166.15,324.75,301.65,264.85,1253.0,1211.8,1401.2,882.6,6542.35,2156.3,2410.8,195.3,4448.4,643.9,12806.45,2531.3,164.25,758.5,24484.4,363.1,369.0,2824.7,8687.6,3594.15,116.95,9966.75,619.7,1219.5
20,2024-05-02 00:00:00+05:30,1518.4,1414.85,4450.7,1647.75,218.5,1257.65,292.9,1360.4,517.7,335.65,524.3,,3863.75,2225.45,292.65,134.1,160.0,4760.25,1466.05,2074.55,263.1,1139.9,830.05,1149.75,315.15,313.45,262.65,1255.65,1216.7,1419.55,890.6,6679.35,2184.45,2434.3,191.6,4467.25,641.4,12793.75,2527.9,165.45,766.5,24802.45,369.35,372.0,2811.4,8878.8,3597.6,118.3,9981.25,625.4,1233.2
21,2024-05-03 00:00:00+05:30,1508.4,1416.45,4435.5,1655.25,218.3,1270.0,290.55,1347.8,516.85,336.4,531.25,,3839.35,2215.5,305.1,131.95,159.15,4745.15,1434.25,2053.1,266.2,1142.0,831.55,1141.05,309.45,310.7,259.45,1227.8,1199.75,1424.75,873.3,6698.75,2192.95,2482.4,190.45,4505.0,647.05,12491.15,2534.15,167.9,759.3,25746.15,365.1,369.55,2793.65,8873.85,3499.1,117.7,9816.75,622.25,1251.55
22,2024-05-06 00:00:00+05:30,1529.7,1425.8,4398.85,1679.75,219.0,1260.15,281.5,1359.75,531.05,323.0,530.85,,3920.7,2255.35,289.0,123.5,160.25,5061.6,1419.5,2054.55,262.45,1148.8,807.75,1144.15,324.95,306.9,249.55,1229.0,1212.15,1423.4,879.95,6942.3,2224.7,2452.6,184.75,4650.5,638.5,12433.15,2490.75,162.95,761.4,25554.4,356.65,368.2,2859.65,8825.0,3462.1,111.1,9778.15,605.95,1250.75
23,2024-05-07 00:00:00+05:30,1515.15,1440.75,4368.45,1610.55,221.5,1251.85,278.7,1330.7,583.35,323.4,559.05,,3978.25,2379.6,280.2,118.85,156.95,5171.05,1402.0,1980.65,254.55,1131.75,801.95,1127.45,328.85,295.25,243.2,1254.3,1241.55,1387.9,856.95,6887.85,2191.3,2419.4,180.15,4645.0,620.0,12367.1,2437.15,156.15,753.2,25367.1,349.05,373.1,2861.85,8464.1,3432.8,108.25,9688.15,593.55,1322.05
24,2024-05-08 00:00:00+05:30,1521.55,1427.35,4511.05,1615.8,221.25,1211.3,286.35,1313.55,595.75,329.15,556.65,,3972.7,2340.35,286.3,121.5,158.75,5231.85,1418.5,2006.15,257.7,1123.0,810.4,1128.85,329.7,301.9,246.6,1269.2,1236.05,1384.8,864.9,7190.05,2182.15,2378.35,188.0,4807.7,634.0,12541.35,2440.55,160.65,741.1,25669.75,355.65,373.5,2830.4,8534.4,3485.2,104.65,9517.95,594.35,1350.4
25,2024-05-09 00:00:00+05:30,1493.35,1438.75,4645.5,1584.25,217.45,1175.8,273.25,1324.1,581.35,314.95,552.6,,3960.05,2324.95,273.1,118.6,154.8,5072.1,1393.4,2062.35,247.35,1115.55,819.65,1115.2,328.45,296.1,246.55,1256.15,1217.25,1358.8,833.4,6989.1,2212.15,2356.6,180.4,4669.4,618.2,12516.35,2412.7,153.15,724.15,25486.4,346.0,360.2,2765.5,8626.65,3276.15,102.25,9446.45,574.3,1330.85
26,2024-05-10 00:00:00+05:30,1506.25,1425.15,4757.75,1609.85,215.9,1183.35,285.4,1316.25,587.2,315.05,551.05,,3895.85,2357.1,274.4,120.35,155.15,5068.6,1407.6,2064.85,251.5,1116.7,818.35,1119.9,326.1,303.9,239.8,1266.4,1214.9,1339.45,853.8,7182.15,2192.7,2375.65,179.9,4700.35,625.65,12676.3,2360.35,156.85,718.8,25700.45,355.7,366.95,2798.15,8761.1,3271.35,102.75,9494.95,581.75,1320.95
27,2024-05-13 00:00:00+05:30,1525.85,1423.25,4768.2,1687.75,216.05,1183.7,280.0,1312.55,593.65,314.2,550.2,,3946.8,2360.3,283.35,119.55,156.6,5135.7,1402.65,2067.9,248.35,1127.55,808.85,1134.85,328.25,306.45,243.0,1257.8,1212.05,1414.8,860.1,7983.8,2188.25,2383.6,180.3,5049.05,633.4,12669.1,2366.3,157.0,727.9,26008.45,350.9,365.85,2859.65,8771.55,3295.0,102.95,9554.15,586.95,1338.15
28,2024-05-14 00:00:00+05:30,1545.25,1424.85,4918.4,1636.25,218.1,1174.2,279.45,1320.8,599.85,309.75,554.4,,3901.95,2349.35,288.15,122.2,157.65,5135.95,1419.9,2134.15,254.15,1120.8,818.15,1122.35,329.2,309.2,244.8,1242.8,1225.1,1356.95,881.45,8081.95,2270.55,2370.75,186.8,5068.7,646.5,12814.5,2463.95,164.7,730.9,26019.5,355.85,364.0,2818.4,8843.95,3378.8,106.25,9662.65,609.85,1306.2
29,2024-05-15 00:00:00+05:30,1526.9,1420.75,4932.65,1639.1,218.95,1174.45,288.3,1333.55,591.4,318.4,546.05,,3880.35,2321.75,291.2,120.75,158.3,5066.1,1415.6,2094.95,254.5,1124.6,820.4,1127.6,330.25,315.0,247.75,1233.1,1224.25,1405.95,870.8,8082.15,2302.55,2368.3,187.65,5424.0,653.7,12775.5,2489.3,166.35,719.4,25819.2,361.35,362.45,2673.5,8682.95,3410.15,111.8,9610.25,613.0,1292.95
30,2024-05-16 00:00:00+05:30,1536.25,1452.9,5015.4,1661.8,221.95,1168.1,285.4,1347.95,591.4,313.4,541.6,,3900.3,2342.85,294.5,121.55,158.6,5138.55,1425.1,2127.7,258.4,1131.2,811.9,1140.15,334.4,312.55,247.1,1233.65,1257.6,1420.05,886.35,8308.9,2372.85,2373.5,182.75,5366.65,653.05,12494.7,2485.0,163.65,730.1,25669.0,361.4,365.35,2686.9,8655.5,3459.45,106.7,9707.2,615.05,1302.6
31,2024-05-17 00:00:00+05:30,1531.55,1444.05,4966.0,1652.5,220.3,1159.85,289.95,1332.95,596.8,318.2,536.0,,3833.95,2319.45,299.6,121.55,159.9,5087.05,1435.35,2184.2,258.1,1130.45,817.85,1141.4,339.4,313.35,245.2,1222.6,1253.9,1399.35,907.3,8375.55,2514.45,2423.5,190.5,5475.6,655.3,12643.85,2521.35,166.85,732.45,26321.75,365.4,369.85,2682.05,8562.4,3450.05,106.8,9890.75,620.45,1295.45
32,2024-05-18 00:00:00+05:30,1530.8,1443.75,4977.75,1659.95,221.0,1162.95,290.2,1338.65,594.6,317.3,539.9,,3850.0,2327.4,310.05,122.55,160.55,5091.15,1434.5,2190.75,259.8,1130.15,820.85,1143.15,339.3,316.85,246.45,1251.1,1254.6,1403.9,891.0,8415.4,2504.3,2433.1,195.05,5483.6,660.0,12603.35,2524.0,169.15,732.7,26255.8,366.4,369.75,2690.9,8595.1,3464.25,107.45,9860.8,618.95,1299.65
33,2024-05-21 00:00:00+05:30,1541.15,1434.2,4923.7,1683.5,220.2,1156.15,297.1,1342.25,590.75,331.65,538.85,,3821.65,2310.25,319.2,122.8,166.8,5181.1,1435.65,2155.6,260.55,1120.65,830.55,1137.6,339.4,325.45,249.25,1230.85,1272.35,1443.2,923.75,8571.35,2522.2,2447.1,190.8,5549.05,693.2,12469.7,2526.15,174.2,729.2,25819.05,371.9,368.5,2710.15,8600.8,3439.8,109.15,9798.6,631.2,1282.5
34,2024-05-22 00:00:00+05:30,1540.3,1454.65,4873.6,1712.05,220.4,1174.55,295.55,1343.1,602.55,333.65,553.8,,3831.35,2366.8,301.9,122.3,165.85,5264.55,1460.4,2141.6,258.75,1112.65,819.3,1127.7,340.1,325.8,247.3,1233.9,1278.6,1481.55,915.15,8409.85,2520.6,2436.3,187.65,5446.85,684.25,12534.1,2541.65,169.0,729.9,25685.95,373.9,372.55,2706.75,8587.2,3460.15,108.9,9893.65,632.85,1306.5
35,2024-05-23 00:00:00+05:30,1494.95,1472.9,5019.95,1631.6,222.65,1178.45,298.7,1353.4,608.2,337.2,559.55,,3895.1,2380.65,304.85,123.05,167.95,5280.9,1486.6,2175.9,263.75,1134.8,832.35,1164.95,341.75,319.75,253.0,1236.4,1286.2,1488.65,917.5,8417.6,2610.05,2453.2,187.3,5617.2,676.55,12929.9,2614.4,169.35,746.1,25655.55,372.3,373.75,2713.7,8745.75,3586.15,110.5,10164.55,646.05,1320.1
36,2024-05-24 00:00:00+05:30,1486.55,1465.0,4991.0,1613.65,221.55,1172.9,301.75,1345.6,603.6,342.1,557.55,,3850.75,2369.9,305.45,122.8,167.3,5243.4,1479.9,2239.55,263.6,1131.25,828.6,1174.25,340.6,318.55,252.75,1233.55,1270.7,1485.3,909.05,8417.7,2580.05,2440.4,191.0,5546.2,673.1,12999.6,2608.8,169.45,758.3,25462.85,374.85,369.45,2683.3,8730.35,3625.95,110.0,10226.55,635.45,1310.35
37,2024-05-27 00:00:00+05:30,1466.7,1471.6,4955.6,1615.65,216.3,1176.85,302.7,1354.35,602.1,351.5,567.1,,3846.55,2383.65,298.75,125.85,168.0,5208.65,1466.2,2249.35,258.35,1130.1,834.1,1187.25,342.2,318.0,254.45,1229.95,1278.3,1478.35,901.75,8396.05,2547.8,2389.75,189.25,5489.8,677.75,12902.4,2583.75,166.55,764.0,25391.05,369.6,365.55,2667.35,8777.65,3650.8,109.8,10225.95,632.35,1328.6
38,2024-05-28 00:00:00+05:30,1464.85,1466.2,5059.8,1603.55,217.9,1191.15,298.25,1358.25,608.05,344.4,570.7,,3840.0,2393.3,291.2,124.45,167.35,5246.25,1455.6,2252.0,255.4,1126.9,830.9,1182.4,340.45,312.8,248.15,1225.8,1265.65,1479.6,906.85,8232.9,2552.2,2440.8,187.25,5438.2,680.55,12821.7,2570.0,162.4,765.25,25558.75,365.3,363.35,2701.2,8764.0,3657.05,108.85,10168.95,629.2,1330.7
39,2024-05-29 00:00:00+05:30,1478.35,1451.6,5015.55,1601.3,215.5,1199.95,292.2,1352.3,604.25,338.65,554.95,,3805.45,2372.4,294.1,124.4,166.7,5227.8,1440.7,2255.45,253.0,1102.25,822.95,1159.7,337.65,317.55,247.3,1234.1,1235.25,1493.05,902.55,8197.75,2532.7,2398.9,187.55,5341.25,705.35,12786.7,2535.55,162.4,753.9,25353.65,364.6,364.95,2690.1,8842.6,3633.5,109.45,10022.95,630.1,1300.75
40,2024-05-30 00:00:00+05:30,1459.55,1425.75,5016.5,1577.65,208.85,1175.35,288.9,1332.0,597.8,336.25,550.85,,3735.8,2349.55,290.8,123.8,156.95,5198.75,1425.0,2230.0,248.05,1114.85,826.05,1171.35,338.15,306.5,246.8,1202.7,1190.5,1464.8,883.45,8255.05,2494.7,2343.0,186.3,5315.4,695.15,12591.65,2495.8,157.8,757.3,25048.15,360.0,359.2,2645.3,8745.5,3635.15,108.0,9866.2,618.7,1273.35
41,2024-05-31 00:00:00+05:30,1460.15,1406.25,4994.2,1587.9,209.25,1157.5,289.55,1322.8,595.45,338.2,546.05,,3669.5,2328.7,298.95,125.75,159.8,5172.5,1429.8,2178.8,246.25,1119.65,830.1,1161.75,335.95,309.9,248.95,1177.7,1179.3,1448.15,881.45,8316.85,2506.45,2319.6,190.95,5305.3,689.25,12397.45,2546.15,158.4,765.4,24735.4,358.9,361.05,2654.25,8857.95,3667.4,110.85,9901.35,634.3,1269.65
42,2024-06-03 00:00:00+05:30,1453.25,1405.9,5033.45,1583.95,212.2,1156.75,307.45,1314.6,594.6,368.0,544.9,,3707.35,2354.8,311.35,133.15,166.75,5165.35,1510.6,2249.0,264.4,1160.3,905.8,1224.05,343.8,337.7,279.4,1177.2,1195.45,1452.5,914.65,8724.7,2636.15,2369.15,215.55,5544.35,695.9,12472.75,2677.45,166.2,786.05,25408.75,391.95,364.75,2685.6,9101.75,3897.4,120.55,10467.9,670.6,1307.0
43,2024-06-04 00:00:00+05:30,1433.7,1394.4,5181.75,1563.25,209.25,1146.15,267.7,1304.6,614.35,310.6,578.85,,3715.8,2496.2,246.15,112.1,151.65,5317.4,1396.8,2211.2,220.15,1073.2,775.2,1131.8,327.7,295.9,232.65,1213.55,1187.0,1462.85,842.95,7668.85,2575.45,2250.1,178.2,4854.4,646.85,12120.6,2283.65,133.2,741.4,24841.05,331.4,351.95,2807.6,9036.65,3402.85,102.85,9908.1,557.4,1348.45
44,2024-06-05 00:00:00+05:30,1487.45,1430.25,5534.15,1629.8,215.85,1164.6,268.05,1343.45,644.8,317.3,600.4,,3746.6,2602.9,255.25,118.35,161.85,5486.9,1421.1,2351.8,230.45,1108.7,789.65,1184.6,343.75,298.75,243.5,1254.55,1216.35,1497.85,878.35,7814.5,2742.65,2305.15,182.35,4971.6,694.8,12506.35,2402.45,145.55,775.65,25486.05,340.95,364.5,2959.95,9363.1,3409.6,108.2,10034.25,599.05,1427.35
45,2024-06-06 00:00:00+05:30,1472.95,1472.5,5398.55,1607.65,220.3,1179.4,269.55,1397.75,637.8,324.15,597.4,,3830.7,2549.7,278.15,120.4,164.55,5442.85,1431.9,2396.85,234.85,1110.7,816.95,1171.55,347.0,300.5,252.45,1236.9,1267.0,1477.25,887.9,7987.8,2699.65,2334.25,194.25,5175.25,677.5,12675.35,2454.6,146.9,779.7,25653.0,350.0,369.15,2951.55,9462.1,3485.85,110.9,10064.3,609.65,1402.65
46,2024-06-07 00:00:00+05:30,1507.0,1533.35,5437.1,1629.2,231.5,1211.8,276.85,1431.05,653.0,329.4,612.6,,3892.9,2576.65,285.35,121.55,171.35,5463.25,1469.7,2406.9,242.35,1121.9,829.9,1186.7,350.6,309.35,254.45,1251.8,1325.3,1497.3,912.0,8071.7,2857.1,2377.75,198.65,5236.55,680.25,12813.8,2496.9,152.8,786.6,26052.85,360.7,372.0,2963.9,9482.9,3532.9,111.7,10462.2,621.95,1426.7
47,2024-06-10 00:00:00+05:30,1512.45,1499.65,5578.7,1636.25,227.0,1220.25,277.95,1418.5,651.15,328.2,619.65,,3856.3,2564.2,284.4,121.75,172.6,5483.2,1470.3,2436.9,241.15,1124.05,832.15,1200.45,349.1,315.75,259.85,1273.55,1288.5,1533.8,915.7,8054.6,2807.8,2440.25,194.4,5227.15,676.2,12703.2,2543.2,150.5,780.75,27246.7,364.55,370.0,2942.85,9488.0,3542.15,113.75,10830.25,640.8,1421.5
48,2024-06-11 00:00:00+05:30,1499.5,1495.6,5645.75,1614.5,227.5,1207.15,280.15,1429.8,646.9,329.95,613.4,,3852.05,2555.35,295.15,122.55,173.7,5516.75,1456.75,2439.55,254.65,1118.55,835.25,1193.85,344.05,316.55,258.2,1271.6,1297.55,1529.85,911.65,8099.75,2833.8,2451.8,198.85,5252.15,672.95,12860.25,2563.45,151.0,782.4,27048.45,367.6,366.45,2950.25,9568.65,3600.35,114.05,10925.6,639.55,1428.85
49,2024-06-12 00:00:00+05:30,1505.85,1485.0,5648.05,1605.4,227.9,1212.65,283.05,1436.65,629.1,330.95,619.45,,3832.4,2529.0,295.05,123.9,174.6,5439.65,1463.0,2420.95,256.35,1119.65,839.15,1187.45,343.1,324.6,266.55,1266.5,1318.25,1540.7,916.75,8280.6,2787.85,2448.8,202.75,5382.45,673.55,12850.3,2623.75,150.95,786.9,27517.2,371.35,366.2,2955.2,9658.55,3629.35,115.5,11043.8,668.5,1417.05
50,2024-06-13 00:00:00+05:30,1509.9,1494.25,5672.1,1605.35,230.55,1219.0,285.7,1444.2,610.8,332.55,609.6,,3877.5,2487.55,303.9,123.0,174.8,5381.9,1464.3,2441.95,257.45,1107.35,843.9,1174.4,345.3,321.4,265.9,1275.6,1337.65,1543.45,915.5,8443.0,2864.05,2457.35,205.35,5637.7,680.6,12841.3,2634.5,149.6,790.45,27485.15,369.95,364.5,2938.1,9676.5,3704.25,114.7,11182.15,664.3,1408.2
51,2024-06-14 00:00:00+05:30,1515.8,1488.55,5668.45,1603.85,228.15,1216.9,289.15,1430.8,619.05,337.65,608.6,,3831.95,2479.25,305.65,125.25,175.35,5393.0,1477.3,2502.4,256.15,1105.85,840.2,1180.55,343.4,321.5,269.35,1271.6,1318.85,1565.3,919.7,9021.85,2927.0,2470.0,207.25,5934.65,683.4,12851.2,2660.05,153.65,798.7,27518.45,368.4,365.2,2952.2,9712.95,3686.75,116.6,11238.9,676.95,1393.0
52,2024-06-18 00:00:00+05:30,1520.65,1497.85,5615.1,1582.15,235.05,1198.8,291.1,1437.6,623.4,333.7,600.05,,3814.75,2484.4,305.45,124.95,173.5,5393.05,1480.7,2468.7,256.65,1123.05,844.6,1191.25,343.9,331.7,270.3,1274.6,1319.35,1574.25,925.0,8866.3,2960.5,2457.0,207.65,5885.75,678.3,12559.95,2650.9,153.35,804.4,27452.05,369.8,363.25,2946.3,9672.25,3688.7,117.65,11117.85,673.7,1403.1
53,2024-06-19 00:00:00+05:30,1504.15,1511.35,5506.15,1572.65,236.85,1190.95,284.2,1445.0,621.35,324.3,598.4,,3801.1,2457.3,297.0,124.65,172.45,5360.1,1458.6,2437.9,252.75,1144.75,852.6,1226.25,349.65,327.55,267.05,1262.6,1329.0,1559.3,915.2,8541.45,2932.15,2447.65,202.15,5741.5,662.45,12235.85,2620.2,150.0,829.0,27475.55,362.45,358.95,2894.35,9448.3,3590.4,117.0,10990.8,666.6,1391.1
54,2024-06-20 00:00:00+05:30,1470.45,1515.3,5370.4,1555.1,234.4,1192.65,288.95,1444.15,628.55,329.6,600.7,,3786.6,2481.8,293.4,124.9,174.7,5381.35,1473.2,2425.7,253.05,1156.8,843.8,1238.95,353.0,324.6,268.35,1269.6,1340.4,1544.45,929.5,8542.9,2870.7,2497.95,204.25,5729.25,676.75,12143.9,2623.8,153.95,834.5,27674.65,357.9,358.65,2855.0,9394.1,3597.1,117.0,10905.5,659.15,1359.8
